author,rating,sentiment_label,date,comment
O c,5,positif,il y a un an,"un mois productif, on y a découvert de nombreuses choses différentes, et j’ai fait de très bonnes rencontres"
Célia _tfl,5,positif,il y a 9 mois,Ça change beaucoup du lycée ça fait un bien fou !
Sonny,5,positif,il y a 2 ans,"Bonne prise en charge, les intervenants sont à l'écoute des étudiants.
Je recommande"
Yliana Gheraibia,5,positif,il y a 8 mois,Super accueil effectué par Jean-Michel et Charlie
Yvn Dbls,5,positif,il y a 5 ans,"Super ! j'adore ce que je fais, le campus, les activités je vous conseille de venir !"
Thomas PILLIEZ,5,positif,il y a 10 mois,"Je recommande, établissement au top, ambiance conviviale"
Jules Herve bidalun,4,positif,il y a 2 ans,Tiptop! On a tous hâte de l'année prochaine avec le nouveaux campus et les nouveaux programmes
Patricia Dohotaru,5,positif,il y a un an,"Très bien, personne très accueillante et compréhensive"
Trachinus,5,positif,il y a un an,Les informatiques dans la salle 110 étaient supers
Atalante,2,negatif,il y a 2 ans,Vous apprenez rien. Ils s'en foutent des élèves. Nul.
Leo Brugere,4,positif,il y a 7 ans,"Intervenants compétents, campus très sympa et une montée en compétences certaine"
Abdou,5,positif,il y a 8 mois,Très bonne école
Heisenberg_ Junior,5,positif,il y a 9 mois,Personnel toujours présent et à l’écoute
maroi,5,positif,il y a 3 ans,"Super sympa !
Bon accueil journée portes ouvertes !"
Isabelle Morilière,5,positif,il y a un an,Très belles présentations des étudiants.
Dreasy,5,positif,il y a 3 ans,École très accueillante & ambiance sympathique
Jules Bellamy,5,positif,il y a 5 ans,"Un cadre idéal pour le travail, très joli 🥰😍 …"
mam cheikh sambe,4,positif,il y a 2 ans,Le système des intervenants est super !
Theo De Castro Pinto,1,negatif,il y a 3 ans,"Ne pas y aller, c'est un piège à touriste."
ANTHONY ORQUIN,5,positif,il y a 3 ans,Des intervenants à l'écoute et une team vraiment agréable
mathilde,5,positif,il y a un an,Très belle présentation de Vincent
outlwa 333,5,positif,il y a un an,Superbe équipe pédagogique
Mathéo Insisienmay,1,negatif,Modifié il y a 4 ans,Zéro professionnalisme ! ne sait pas gérer la crise
Noah roquelaure,1,negatif,il y a un an,fuyez pauvres fou !
Pierre Perrin,4,positif,il y a 3 ans,Ecole privée dans un super lieu
Facundo Jaureguibehere,5,positif,il y a 8 mois,Super école !!
Mathis Rousske,4,positif,il y a 2 ans,Lieu très agréable et très chaleureux
Timéo TRD,5,positif,il y a 4 ans,Génial
Lily-Rose Gentit,5,positif,il y a 6 ans,Un campus agréable !
Marcel Jolesse,5,positif,il y a 5 ans,Très bien !
Alban Castelein,5,positif,il y a 9 mois,Incroyable
Benjamin Monier,2,negatif,Modifié il y a 6 ans,Bon intervenants
Dib Dap,5,positif,il y a 12 heures,"Le Bachelor Chef de projet Audiovisuel a parfaitement répondu à mes attentes avec une formation orientée pratique, merci aux intervenants pro !
Le matériel à disposition et les logiciels sont digne d'un studio professionnel, ce qui permet un apprentissage efficace. 2 studios vidéos, une régie, tout l'équipement nécessaire pour réaliser nos projets
Les projets sont variés (festivals, productions et des studios reconnus...)
Le nouveau campus est bien placé, très spacieux et propose tout ce qu'il faut pour s'y sentir bien.
Je recommande !"
Sadra AFSHAR,5,positif,il y a 5 mois,Super BDE !
Coline M,1,negatif,il y a un mois,
Clém Art,5,positif,il y a 5 mois,
Imrane Abdaoui,5,positif,il y a 5 mois,
吴月,5,positif,il y a 8 mois,
Annie Shéila IGIRANEZA,5,positif,il y a 8 mois,
Nicolas C.,5,positif,il y a 9 mois,
Ga P,1,negatif,il y a 10 mois,
FLO Pays Basque,1,negatif,il y a 11 mois,
Frédéric Chabaudie,5,positif,il y a un an,
Eryka Gibus,2,negatif,il y a un an,
Victor Bonnefoy,1,negatif,il y a un an,
ExaLT,1,negatif,il y a un an,
Héloïse Uytterelst,2,negatif,il y a un an,
VVN valy,5,positif,il y a un an,
Lunalaa __,1,negatif,il y a un an,
Téo,1,negatif,il y a un an,
Oihana,1,negatif,il y a un an,
Noah,1,negatif,il y a un an,
Corinne Leroy,4,positif,il y a un an,
Nattend,5,positif,il y a 2 ans,
Guy Boireau,3,neutre,il y a 2 ans,
Lia Tomat,5,positif,il y a 2 ans,
Amethiaste Way,5,positif,il y a 2 ans,
yuvo 666,1,negatif,il y a 3 ans,
Tassiou Mande,5,positif,il y a 3 ans,
Y,5,positif,il y a 3 ans,
Daniel Chiquet (“KuroiTenshi1”),5,positif,il y a 3 ans,
Fabien Deshais,4,positif,il y a 4 ans,
julien trijean,5,positif,il y a 4 ans,
teddy nounours,5,positif,il y a 4 ans,
Maxence Vretman,5,positif,Modifié il y a 4 ans,
Thomas Brunet,4,positif,il y a 5 ans,
Dr Bretzel,5,positif,il y a 5 ans,
julien Martret,4,positif,il y a 5 ans,
Camille ARNOUX,5,positif,il y a 5 ans,
Lala Glad,5,positif,il y a 5 ans,
Guillaume Bouchereau,1,negatif,il y a 5 ans,
Nicolas Augustine,1,negatif,il y a 6 ans,
benoit estival,3,neutre,Modifié il y a 6 ans,
Sami Ben El Fahsi,5,positif,il y a 6 ans,
Master Spoiler,1,negatif,il y a 6 ans,
Nakib M.,5,positif,il y a 7 ans,
Mel Persch,5,positif,il y a 7 ans,
Vie DeVoyou (V2V),5,positif,il y a 7 ans,
Sandra (Caelestis),1,negatif,il y a 7 ans,
Elian Macalli,5,positif,il y a 7 ans,
Etienne Sellan,5,positif,il y a 7 ans,
Paul Dahlab,4,positif,il y a 7 ans,
Green Came,1,negatif,il y a 8 ans,
tom doz,1,negatif,il y a 8 ans,
Xavier Prosper,5,positif,il y a 8 ans,
Zartros,4,positif,il y a 8 ans,
Gaelle Le GOff,1,negatif,il y a 5 jours,"Je tiens à laisser un avis. J’ai été étudiante dans cette école vers 2019, avec environ 14 de moyenne. Le président de l’établissement de l’époque a refusé que je passe en deuxième année de Bachelor parce que j’avais raté un rattrapage. Je n’étais pas la seule dans ce cas, mais j’ai été la seule sanctionnée de cette manière.

À ce moment-là, j’avais une relation extrêmement compliquée avec mon père. Il appelait l’école — que je finançais moi-même — pour inventer des histoires et me dénigrer. Le président a alors déclaré qu’il « ne voulait pas une femme comme moi » dans son école. Résultat : 6 000 € perdus, aucune aide, aucun soutien, alors que j’étais en pleine détresse.

Cette décision m’a coûté deux ans d’interruption scolaire et une véritable dépression. Aujourd’hui, je suis diplômée d’un Master grande école ( contrairement à la vôtre ), et je peux dire clairement que j’ai bien fait de partir. L’enseignement peut être une arme à double tranchant : quand les mauvaises personnes ont du pouvoir, elles peuvent briser des parcours au lieu d’aider à les construire.

Message au directeur de l’époque : aujourd’hui j’ai mon master / mon agence, et ce que vous avez fait est un abus de pouvoir honteux et scandaleux. Votre comportement était indigne, destructeur et méprisable. J’espère sincèrement que vous avez été viré depuis, car quelqu’un comme vous n’a rien à faire dans l’enseignement."
Marion,1,negatif,il y a 2 mois,"5 ans, aucune stabilité à la direction du campus, ni au niveau du groupe. Une administration en souffrance, des formations qui changent tous les ans, des promesses d'employabilité avec des taux très élevés, mais ... quand on parle entre étudiants, anciens étudiants, ce n'est pas du tout la meme chose. Les pubs sont bien faites, on voit Ynov partout. C'est une machine à fric. Aucun accompagnement pour l'alternance, vous vous débrouillez seul, ou tout s'arrete pour vous.

En espérant que mon avis reste, je sais que l'école modère les avis, ils viennent d'ailleurs régulièrement nous solliciter pour mettre des avis positifs.

Ynov ... ça m'a coûté +40 000€, c'était pour ma part une déception. Formation Animation 3D, jeux vidéo. D'ailleurs ils ne font plus de jeux vidéo à ce jour ... enfin ils remettront en fonction du sens du vent si besoin."
Armelle BARRET,5,positif,il y a une semaine,"Nous  avons vu M. El Haddad pour mon rdv d'admission, M. El Haddad a été très agréable et professionnel,  il m'a bien tout expliqué et a confirmé mon envie d'étudier à Ynov."
Jonathan Dos Santos,5,positif,il y a 2 semaines,"Super ecole , personnel et eleves tres accueillant et avec de bonnes explications sur les differentes formations . Merci egalemenr aux presentateurs de l’atelier cyber cetait genial"
Julien Crenn,5,positif,il y a 2 semaines,Nous avons assisté à la journée portes ouvertes et avons apprécié la présentation des formations. Profs et étudiants supers motivés !
Darkynex,1,negatif,il y a 2 mois,"J'ai passé dans 3 là-bas, ils te pompent juste ta thune, administration digne du service client de free, en audiovisuel il n'y a meme pas de plateau de tournage...
Ils se foutent de la gueule du monde et oublient que c'est grâce a nous qu'ils sont payés.
À fuir absolument."
Alexy HOUBLOUP,3,neutre,il y a 3 mois,"Mon expérience à Ynov Paris Campus

Mon passage à Ynov Paris Campus a été à la fois une bonne expérience sur certains points, mais aussi très décevante sur d’autres.
J’ai suivi la 1ʳᵉ et la 2ᵉ année en informatique, voici un résumé de mon parcours.

Première année

L’enseignement repose sur un système mixte : des cours dispensés par des professeurs et des sessions encadrées par des mentors (étudiants de 3ᵉ, 4ᵉ ou 5ᵉ année).

- Les mentors étaient globalement compétents et sérieux. Même si certains manquaient un peu de chaleur humaine, leur accompagnement restait efficace.
- Dès le début, l’école propose un système interne bien pensé, basé sur des petits exercices pratiques pour assimiler les bases de la programmation. C’était motivant et gratifiant.
- L’année a été rythmée par de nombreux projets, de difficulté progressive. Certains étaient vraiment intéressants, comme le Hangman Web. D’autres étaient moins adaptés, notamment un projet avec Fyne, finalement abandonné car jugé trop compliqué et peu pertinent.
- Le vrai point noir concernait les cours magistraux. Certains étaient peu qualitatifs, voire complètement ratés. Exemple marquant : un cours Linux assuré par une professeure incapable de lancer un simple script Bash.
- Les répétitions incessantes sur des notions de base comme les *if* rendaient certains cours lassants.

Concernant les Ydays, l’organisation m’a beaucoup déplu en première année, mais les choses ont évolué par la suite.

Deuxième année

La deuxième année a marqué une vraie différence… mais pas dans le bon sens.

- Les mentors n’étaient clairement pas au niveau. Il m’est même arrivé de devoir expliquer à un mentor comment utiliser du C#, alors qu’il était censé corriger mon travail. Frustrant et inacceptable.
- Les projets restaient intéressants, même si la difficulté était parfois mal calibrée.
- Les cours, eux, posaient toujours problème. Revoir encore des *if* en deuxième année, c’est difficilement justifiable. En plus, le volume horaire était parfois trop léger : 7 × 4h dans une semaine, c’est court;
- Côté Ydays, j’ai eu la chance de créer mon propre projet, encadré par un professeur. Cette liberté fut une très bonne expérience.

L’administration, de son côté, s’est montrée plutôt réactive. Malgré quelques soucis de communication, les problèmes finissaient par être réglés rapidement.
Même pour le stage, les démarches étaient fluides.

Le gros point noir : la 3ᵉ année

Le plus gros problème est apparu en fin de 2ᵉ année : apprendre à ce moment-là qu’il était impossible de poursuivre en Game Programming faute d'élèves suffisants.
Résultat : j’ai dû changer d’école. Un énorme coup dur, et une gestion que je considère très mauvaise de la part de Ynov.

Bilan

Ynov Paris Campus peut offrir une bonne expérience si vous avez de bons mentors.
Sinon, votre année risque de devenir compliquée et frustrante.

Les projets et certaines initiatives (comme les Ydays personnalisés) sont des points positifs, mais la qualité des cours et l’organisation des spécialisations laissent vraiment à désirer.

(Étudiant durant l'année 2023/2024 & 2024/2025)"
